Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
1.017581198,-0.60%,-0.10%,28,-22.20%,-26.30%,5,0.00%,-50.00%,24,17,5,$403K,0.80%,31.10%,11,-15.40%,-45.00%,2/29/2016,All Residential,"Portland, OR - Piedmont"
0.990767495,-0.40%,-0.40%,34,-15.00%,-17.10%,10,25.00%,-33.30%,28,9,12,$473K,7.90%,31.00%,14,-39.10%,-44.00%,1/31/2015,All Residential,"Portland, OR - Rose City Park"
1.013838317,-0.90%,1.60%,53,-1.90%,17.80%,21,-8.70%,-4.50%,11,4,-10,$293K,0.90%,7.30%,57,-1.70%,78.10%,9/30/2014,All Residential,"Portland, OR - Roseway"
0.998164148,-1.00%,0.00%,59,18.00%,63.90%,16,-33.30%,-30.40%,12.5,1.5,0.5,$289K,3.00%,15.20%,40,-25.90%,-11.10%,7/31/2013,All Residential,"Portland, OR - Roseway"
1.031297962,3.00%,1.60%,12,33.30%,71.40%,2,100.00%,-50.00%,6,-58,-0.5,$445K,-3.30%,48.80%,13,44.40%,-7.10%,4/30/2015,All Residential,"Portland, OR - Reed"
0.968352836,1.50%,3.30%,18,28.60%,38.50%,23,-11.50%,-28.10%,123,0,-100.5,$195K,-12.40%,-43.10%,21,-4.50%,50.00%,4/30/2012,All Residential,"Portland, OR - Goose Hollow"
0.995589853,-0.20%,1.20%,52,6.10%,67.70%,29,-12.10%,-6.50%,10.5,2.5,-43.5,$312K,2.30%,11.80%,51,-5.60%,27.50%,10/31/2012,All Residential,"Portland, OR - Concordia"
1.001187607,0.40%,0.50%,75,-11.80%,-5.10%,70,-4.10%,7.70%,26.5,10.5,2.5,$170K,3.00%,17.30%,76,-17.40%,10.10%,9/30/2013,All Residential,"Portland, OR - Centennial"
0.970785882,-1.70%,0.20%,25,-13.80%,-3.80%,49,-7.50%,48.50%,70,15,-3,$635K,0.00%,23.70%,27,58.80%,28.60%,2/28/2014,All Residential,"Portland, OR - Forest Park"
1.009012408,1.50%,-0.10%,66,40.40%,-4.30%,32,18.50%,0.00%,12.5,-1.5,4.5,$425K,6.30%,18.80%,74,19.40%,0.00%,6/30/2014,All Residential,"Portland, OR - Westmoreland"
0.98766149,0.80%,0.80%,18,-18.20%,-47.10%,22,-12.00%,-26.70%,28.5,-13.5,-18.5,$504K,-1.10%,-3.50%,29,16.00%,3.60%,2/28/2018,All Residential,"Portland, OR - Hillsdale"
1.006719487,2.40%,1.90%,12,-25.00%,0.00%,12,0.00%,-14.30%,24,-2,-20,$250K,20.50%,37.30%,14,7.70%,40.00%,2/28/2013,All Residential,"Portland, OR - Cathedral Park"
1.001168477,0.20%,0.00%,1185,3.00%,2.80%,2085,12.60%,-4.30%,13,-1,0,$325K,0.00%,6.60%,1316,-4.70%,2.40%,6/30/2014,All Residential,"Portland, OR"
0.978612813,-0.10%,-1.40%,44,-17.00%,2.30%,51,-20.30%,-30.10%,66,4,42,$575K,5.50%,4.50%,47,-4.10%,-24.20%,10/31/2014,All Residential,"Portland, OR - Forest Park"
1.026916008,0.30%,-3.80%,40,33.30%,-9.10%,17,6.30%,112.50%,6,-3,0,$419K,6.10%,14.20%,58,26.10%,34.90%,5/31/2017,All Residential,"Portland, OR - Mount Scott-Arleta"
0.986330514,-0.90%,1.50%,14,-12.50%,7.70%,13,-13.30%,-23.50%,23,1,-41,$565K,7.80%,17.10%,15,-16.70%,150.00%,12/31/2013,All Residential,"Portland, OR - Eastmoreland"
1.078722601,3.20%,8.20%,23,-14.80%,-30.30%,11,22.20%,0.00%,7,-3,-8.5,$334K,2.60%,33.90%,46,39.40%,64.30%,3/31/2016,All Residential,"Portland, OR - Foster-Powell"
1.03391313,1.10%,-0.40%,37,15.60%,0.00%,19,35.70%,35.70%,5,0,-1,$430K,-1.60%,0.00%,45,15.40%,-10.00%,4/30/2018,All Residential,"Portland, OR - Roseway"
0.987711295,-0.10%,2.70%,14,16.70%,55.60%,19,18.80%,-38.70%,41,-22,-52,$158K,-8.40%,-0.90%,20,0.00%,25.00%,5/31/2012,All Residential,"Portland, OR - Parkrose Heights"
1.00155271,0.50%,0.00%,11,0.00%,0.00%,1,-66.70%,-75.00%,23,3,5.5,$400K,0.00%,25.00%,7,-12.50%,250.00%,12/31/2015,All Residential,"Portland, OR - Reed"
1.040661942,-0.90%,1.80%,62,29.20%,47.60%,8,14.30%,-27.30%,7,1,0,$405K,4.90%,15.90%,43,-14.00%,-4.40%,7/31/2015,All Residential,"Portland, OR - Arbor Lodge"
1.00260322,0.10%,-0.90%,529,-8.00%,0.80%,273,-8.70%,23.50%,16,2,0,$409K,-0.40%,4.30%,512,-9.90%,5.60%,11/30/2017,All Residential,"Portland, OR - Southeast Uplift"
1.021081988,-0.80%,-1.30%,24,-4.00%,-33.30%,13,62.50%,18.20%,14.5,6.5,6.5,$534K,5.60%,11.10%,30,-3.20%,3.40%,9/30/2016,All Residential,"Portland, OR - Beaumont-Wilshire"
1.01142931,1.20%,2.80%,13,8.30%,8.30%,7,0.00%,0.00%,21.5,4.5,-28,$405K,3.20%,1.60%,16,14.30%,0.00%,11/30/2015,All Residential,"Portland, OR - South Burlingame"
0.972376594,0.10%,0.70%,16,60.00%,33.30%,13,44.40%,-18.80%,36.5,10.5,-97.5,$353K,7.80%,65.50%,21,23.50%,61.50%,4/30/2012,All Residential,"Portland, OR - Sunnyside"
1.042044297,1.60%,1.30%,22,37.50%,22.20%,5,-16.70%,25.00%,7.5,1,1.5,$494K,0.60%,25.20%,16,-36.00%,-20.00%,7/31/2016,All Residential,"Portland, OR - Reed"
0.977060924,-0.10%,-0.20%,11,-42.10%,0.00%,15,-6.30%,0.00%,70,3,-33,$309K,6.70%,36.90%,11,0.00%,-26.70%,11/30/2012,All Residential,"Portland, OR - West Portland Park"
1.022086769,1.80%,3.10%,14,-33.30%,7.70%,10,25.00%,-16.70%,5,-0.5,-15,$431K,13.50%,24.90%,19,46.20%,0.00%,6/30/2015,All Residential,"Portland, OR - Maplewood"
0.971129485,-0.10%,1.30%,320,0.90%,9.20%,310,-1.90%,-30.60%,64,-9.5,-47,$370K,0.80%,5.70%,314,1.00%,-4.60%,7/31/2012,All Residential,"Portland, OR - Neighbors West-Northwest"
0.978179813,0.50%,-0.30%,29,3.60%,3.60%,32,6.70%,-40.70%,55.5,-60,-38.5,$416K,17.80%,26.00%,45,28.60%,0.00%,5/31/2012,All Residential,"Portland, OR - Hillsdale"
0.980322926,0.00%,0.80%,77,-2.50%,24.20%,73,4.30%,-8.80%,61,14.5,0.5,$200K,0.00%,15.90%,70,22.80%,9.40%,2/28/2015,All Residential,"Portland, OR - Powellhurst-Gilbert"
1.042407246,-1.00%,-0.10%,54,5.90%,28.60%,8,-20.00%,-42.90%,7,-1,0,$363K,-1.40%,25.80%,39,-22.00%,-15.20%,6/30/2016,All Residential,"Portland, OR - Foster-Powell"
0.995340078,-0.70%,0.60%,47,-16.10%,11.90%,21,-12.50%,-22.20%,11.5,1,-9.5,$460K,0.70%,12.90%,38,-24.00%,11.80%,11/30/2015,All Residential,"Portland, OR - Hillsdale"
1.009721925,0.40%,-0.90%,43,0.00%,16.20%,24,0.00%,9.10%,9,0,2,$570K,0.00%,14.00%,55,3.80%,14.60%,9/30/2017,All Residential,"Portland, OR - Mount Tabor"
1.004299557,0.50%,-3.80%,17,-19.00%,-19.00%,8,166.70%,33.30%,13.5,2.5,-8.5,$390K,0.70%,12.70%,18,28.60%,38.50%,4/30/2015,All Residential,"Portland, OR - North Tabor"
1.020286307,0.30%,2.00%,98,1.00%,117.80%,43,2.40%,-18.90%,8.5,-1.5,-5,$225K,0.40%,17.80%,115,16.20%,55.40%,7/31/2015,All Residential,"Portland, OR - Hazelwood"
1.001406287,1.00%,-0.10%,290,-4.60%,-8.20%,186,3.30%,6.90%,25,-22,12,$451K,0.60%,2.50%,394,32.20%,-9.80%,4/30/2017,All Residential,"Portland, OR - Lair Hill"
0.985976072,0.10%,1.90%,956,9.90%,41.20%,2203,-9.00%,-25.00%,35,2,-40,$275K,4.00%,19.50%,741,-11.90%,7.40%,10/31/2012,All Residential,"Portland, OR"
1.02224518,-0.30%,0.20%,42,35.50%,16.70%,11,10.00%,-35.30%,7,-3,0,$350K,-0.10%,19.70%,45,4.70%,9.80%,7/31/2014,All Residential,"Portland, OR - Arbor Lodge"
1.000334279,1.00%,0.90%,12,33.30%,-40.00%,9,-18.20%,12.50%,14,-110,-15,$695K,-7.30%,8.20%,23,27.80%,-8.00%,4/30/2016,All Residential,"Portland, OR - Eastmoreland"
1.003609906,-0.60%,-0.20%,105,19.30%,52.20%,28,-20.00%,-47.20%,21,6.5,-2,$232K,-2.10%,27.70%,76,-17.40%,33.30%,12/31/2015,All Residential,"Portland, OR - Hazelwood"
0.976391602,-0.60%,1.00%,18,12.50%,-21.70%,11,-26.70%,-26.70%,61,7.5,-14.5,$195K,13.00%,42.40%,14,-26.30%,40.00%,12/31/2013,All Residential,"Portland, OR - Mill Park"
0.974784394,-0.20%,-0.60%,15,-31.80%,150.00%,19,-17.40%,0.00%,23,-26.5,-89.5,$429K,-3.10%,8.30%,14,-17.60%,27.30%,1/31/2015,All Residential,"Portland, OR - Arnold Creek"
0.993091702,0.20%,1.50%,57,1.80%,-13.60%,20,0.00%,-56.50%,9,-2,-32,$415K,0.00%,16.10%,35,-30.00%,-10.30%,12/31/2015,All Residential,"Portland, OR - Corbett"
0.999206208,1.10%,0.00%,364,-7.60%,-2.40%,231,-3.30%,-0.40%,28,-9,1,$299K,3.10%,20.60%,452,31.00%,10.50%,3/31/2014,All Residential,"Portland, OR - Southeast Uplift"
1.011199245,-1.00%,1.90%,27,-10.00%,17.40%,29,-3.30%,7.40%,53,42,-6,$275K,4.40%,19.60%,18,-5.30%,-40.00%,2/28/2013,All Residential,"Portland, OR - Overlook"
1.016312486,-0.50%,2.40%,28,12.00%,3.70%,10,-9.10%,-23.10%,17.5,9.5,5.5,$636K,1.80%,6.90%,35,6.10%,20.70%,6/30/2015,All Residential,"Portland, OR - Eastmoreland"
1.01011441,-0.60%,2.10%,49,2.10%,32.40%,29,-12.10%,26.10%,10,0,-24,$320K,-0.90%,14.40%,51,-10.50%,50.00%,8/31/2012,All Residential,"Portland, OR - Concordia"
0.995787932,-1.00%,-2.50%,26,-3.70%,-13.30%,9,-25.00%,12.50%,10,0,-1.5,$372K,2.80%,6.40%,24,-14.30%,0.00%,10/31/2017,All Residential,"Portland, OR - Cathedral Park"
1.028463257,0.20%,-1.10%,52,-3.70%,205.90%,48,0.00%,65.50%,20.5,2.5,7.5,$293K,1.20%,1.20%,50,-19.40%,92.30%,9/30/2012,All Residential,"Portland, OR - Overlook"
1.000545498,-2.30%,-0.70%,9,-10.00%,-57.10%,3,-25.00%,0.00%,31,15,21.5,$428K,-0.90%,23.40%,9,-10.00%,-47.10%,9/30/2016,All Residential,"Portland, OR - Crestwood"
1.024843503,0.20%,3.30%,16,6.70%,-33.30%,11,0.00%,-26.70%,10,2,-15,$375K,5.60%,-6.80%,27,42.10%,28.60%,6/30/2012,All Residential,"Portland, OR - Sabin"
0.976095868,-0.60%,-1.40%,17,13.30%,30.80%,13,-13.30%,-38.10%,50,19,7,$156K,-28.30%,-17.30%,20,-4.80%,-9.10%,10/31/2012,All Residential,"Portland, OR - Cathedral Park"
0.960044299,-0.50%,-5.60%,9,-30.80%,-25.00%,4,-50.00%,-42.90%,5,-19,-10.5,$310K,-3.70%,9.70%,10,-23.10%,0.00%,11/30/2017,All Residential,"Portland, OR - Sumner"
1.005576163,1.10%,0.90%,37,15.60%,42.30%,30,20.00%,0.00%,10,-28,-25,$326K,9.60%,18.10%,49,25.60%,40.00%,5/31/2012,All Residential,"Portland, OR - Concordia"
0.97832972,-0.20%,1.10%,224,16.70%,3.20%,241,-0.80%,-20.70%,62,-21,-57,$415K,-0.40%,10.70%,310,24.00%,14.00%,4/30/2013,All Residential,"Portland, OR - Neighbors West-Northwest"
0.971896302,-0.70%,-0.70%,59,22.90%,-21.30%,32,-11.10%,-11.10%,47,0,2,$190K,1.50%,22.90%,37,-21.30%,-17.80%,12/31/2013,All Residential,"Portland, OR - Hazelwood"
1.012244006,0.70%,0.50%,39,-9.30%,21.90%,11,-8.30%,-21.40%,14,4,5,$350K,-1.40%,17.80%,29,-14.70%,20.80%,12/31/2014,All Residential,"Portland, OR - Arbor Lodge"
0.995836455,2.40%,4.40%,4,-55.60%,-55.60%,12,100.00%,100.00%,74.5,20.5,-8,$134K,22.30%,20.20%,10,66.70%,150.00%,9/30/2012,All Residential,"Portland, OR - Sumner"
0.993603683,0.80%,0.20%,61,1.70%,-6.20%,58,-1.70%,9.40%,39,12,12,$707K,-2.50%,40.80%,75,11.90%,4.20%,10/31/2016,All Residential,"Portland, OR - Forest Park"
1.005628784,0.80%,1.70%,27,-20.60%,50.00%,11,37.50%,83.30%,20.5,-19,-18,$449K,-15.70%,-17.90%,23,-8.00%,109.10%,1/31/2018,All Residential,"Portland, OR - Sunnyside"
1.009909402,0.60%,0.20%,32,18.50%,33.30%,16,-15.80%,220.00%,14,-12,-3,$506K,-0.70%,-8.70%,43,34.40%,115.00%,3/31/2018,All Residential,"Portland, OR - Rose City Park"
0.993807271,0.10%,0.20%,376,10.90%,-4.30%,281,23.20%,-6.00%,16,-7,-5.5,$370K,3.40%,7.20%,445,9.90%,-6.50%,6/30/2014,All Residential,"Portland, OR - Lair Hill"
0.976974841,0.60%,4.00%,37,-7.50%,23.30%,34,-2.90%,-29.20%,52,0,4,$490K,-12.10%,25.60%,21,-38.20%,-19.20%,11/30/2012,All Residential,"Portland, OR - Forest Park"
0.980337347,-0.10%,-0.40%,24,-31.40%,9.10%,11,10.00%,-35.30%,35.5,2,-7.5,$375K,-5.00%,7.90%,19,46.20%,-20.80%,2/28/2013,All Residential,"Portland, OR - Mount Tabor"
1.001227618,-0.10%,0.50%,11,-21.40%,0.00%,3,-25.00%,0.00%,9.5,-4.5,-10.5,$480K,-4.50%,20.00%,10,-16.70%,25.00%,11/30/2016,All Residential,"Portland, OR - Reed"
1.006428335,-0.20%,3.60%,30,-18.90%,-16.70%,14,-17.60%,-17.60%,15,0.5,-17,$208K,-10.70%,8.50%,24,-20.00%,4.30%,11/30/2013,All Residential,"Portland, OR - Foster-Powell"
1.019349869,-1.20%,-2.70%,80,-1.20%,-19.20%,37,2.80%,-11.90%,7,1,0,$364K,-3.10%,8.50%,85,-10.50%,-15.80%,9/30/2017,All Residential,"Portland, OR - Montavilla"
0.977561911,-0.50%,-0.20%,272,-9.90%,10.60%,244,-6.50%,8.40%,42.5,5.5,-21.5,$420K,-1.20%,9.50%,211,-26.70%,27.10%,12/31/2013,All Residential,"Portland, OR - Neighbors West-Northwest"
1.001550214,-1.10%,0.30%,64,-11.10%,14.30%,29,-17.10%,-21.60%,14,1,1.5,$401K,-4.00%,11.30%,61,-15.30%,1.70%,9/30/2014,All Residential,"Portland, OR - Westmoreland"
1.067316827,-0.90%,6.10%,26,18.20%,-13.30%,13,44.40%,-50.00%,7,0,0,$668K,32.00%,42.50%,45,73.10%,-13.50%,4/30/2016,All Residential,"Portland, OR - Mount Tabor"
0.991332,-1.10%,0.20%,19,-34.50%,-13.60%,17,-5.60%,70.00%,28,5,18.5,$452K,14.40%,10.20%,16,-23.80%,-30.40%,2/28/2018,All Residential,"Portland, OR - Creston-Kenilworth"
0.984786343,0.10%,-1.40%,11,0.00%,-21.40%,8,0.00%,14.30%,16,-2,10,$505K,-16.50%,96.50%,19,11.80%,35.70%,7/31/2017,All Residential,"Portland, OR - Homestead"
0.982414293,1.00%,-1.40%,62,0.00%,17.00%,73,-8.80%,17.70%,67,6.5,10.5,$170K,-1.50%,22.30%,72,12.50%,7.50%,3/31/2014,All Residential,"Portland, OR - Powellhurst-Gilbert"
0.987143502,0.80%,0.90%,7,-36.40%,-12.50%,6,50.00%,50.00%,64,29,-34,$688K,58.20%,86.70%,8,-11.10%,166.70%,1/31/2016,All Residential,"Portland, OR - Far Southwest"
0.99142609,-0.40%,-2.80%,12,33.30%,20.00%,9,-30.80%,28.60%,34.5,18.5,30.5,$487K,-8.90%,7.80%,19,11.80%,58.30%,9/30/2017,All Residential,"Portland, OR - South Burlingame"
0.983002851,0.00%,-1.60%,12,9.10%,9.10%,7,-36.40%,133.30%,49.5,4.5,22.5,$399K,0.10%,13.90%,16,6.70%,166.70%,11/30/2014,All Residential,"Portland, OR - South Burlingame"
0.973176887,-0.40%,3.00%,61,8.90%,32.60%,54,14.90%,-40.00%,29,-31,-131,$177K,0.60%,20.60%,53,12.80%,-10.20%,8/31/2012,All Residential,"Portland, OR - Hazelwood"
0.980985681,0.10%,-0.10%,6,100.00%,-33.30%,10,100.00%,42.90%,32,-51,-92.5,$328K,-20.90%,10.30%,14,100.00%,180.00%,3/31/2014,All Residential,"Portland, OR - South Burlingame"
1.020658715,-1.40%,-1.70%,85,2.40%,-3.40%,23,-20.70%,43.80%,12,4,6,$330K,2.80%,24.50%,73,-11.00%,1.40%,11/30/2016,All Residential,"Portland, OR - St. Johns"
0.973642487,1.30%,-1.50%,25,13.60%,25.00%,11,10.00%,-47.60%,14.5,-10.5,-58.5,$467K,8.10%,3.00%,27,8.00%,22.70%,6/30/2012,All Residential,"Portland, OR - Laurelhurst"
1.008170924,-0.50%,3.00%,37,5.70%,-11.90%,17,-5.60%,-15.00%,14.5,0.5,-14.5,$233K,-4.90%,11.00%,30,-18.90%,-11.80%,10/31/2013,All Residential,"Portland, OR - Foster-Powell"
1.015885,-1.20%,1.20%,33,-19.50%,-8.30%,12,-40.00%,-7.70%,7,1.5,-27,$375K,1.40%,26.50%,35,-12.50%,2.90%,9/30/2014,All Residential,"Portland, OR - Overlook"
0.972149437,0.20%,1.00%,196,-9.70%,5.90%,284,7.20%,-34.40%,108.5,-3.5,2,$288K,0.90%,2.90%,245,40.00%,-2.00%,3/31/2012,All Residential,"Portland, OR - Lair Hill"
0.982465145,1.10%,0.00%,29,7.40%,70.60%,13,0.00%,-18.80%,12,-46,-59,$252K,-0.40%,-7.40%,29,20.80%,52.60%,2/28/2013,All Residential,"Portland, OR - Roseway"
0.981307795,-0.10%,-0.30%,18,20.00%,63.60%,12,20.00%,-42.90%,11,-2,-96,$266K,0.30%,6.30%,15,-25.00%,-6.30%,4/30/2013,All Residential,"Portland, OR - West Portland Park"
0.975505759,-1.00%,-0.80%,3,-50.00%,-70.00%,6,20.00%,-33.30%,43,8,2.5,$220K,-32.20%,-48.20%,2,-33.30%,-81.80%,10/31/2014,All Residential,"Portland, OR - Homestead"
1.004699016,0.20%,-1.40%,65,8.30%,66.70%,34,-2.90%,3.00%,12,2.5,-36,$342K,0.90%,0.60%,74,5.70%,54.20%,5/31/2013,All Residential,"Portland, OR - Westmoreland"
1.001098342,0.90%,-2.10%,145,-9.90%,-9.90%,85,26.90%,34.90%,12.5,-11.5,-4.5,$446K,11.40%,3.60%,195,37.30%,17.50%,3/31/2018,All Residential,"Portland, OR - Central Northeast Portland"
1.040076052,-0.50%,2.00%,109,13.50%,11.20%,56,19.10%,30.20%,6,0,-2.5,$275K,-3.10%,22.20%,128,-3.80%,11.30%,7/31/2016,All Residential,"Portland, OR - Hazelwood"
0.987104558,0.00%,1.40%,413,-5.50%,28.70%,269,-5.30%,-28.50%,30,2,-33,$246K,0.00%,7.00%,292,-18.20%,5.40%,12/31/2012,All Residential,"Portland, OR - Southeast Uplift"
0.995312451,0.40%,-0.40%,37,27.60%,48.00%,7,-22.20%,-30.00%,14,-1.5,2,$505K,2.00%,-6.50%,33,6.50%,43.50%,8/31/2013,All Residential,"Portland, OR - Laurelhurst"
1.031986813,-0.70%,4.80%,8,14.30%,-60.00%,3,50.00%,-50.00%,15,-37,2,$464K,22.10%,31.40%,7,0.00%,-65.00%,3/31/2016,All Residential,"Portland, OR - Maplewood"
0.975561855,-1.60%,-0.10%,9,0.00%,-40.00%,14,55.60%,-39.10%,10,-2,-25,$370K,-5.50%,2.80%,23,76.90%,21.10%,3/31/2012,All Residential,"Portland, OR - Hosford-Abernethy"
0.970432687,-0.20%,0.50%,71,31.50%,47.90%,105,10.50%,-1.90%,119.5,-3.5,-8.5,$144K,0.50%,4.70%,76,-1.30%,31.00%,4/30/2012,All Residential,"Portland, OR - Powellhurst-Gilbert"
0.989927613,0.20%,0.80%,41,36.70%,13.90%,47,14.60%,4.40%,100,14,50,$308K,-8.00%,17.50%,58,56.80%,28.90%,3/31/2015,All Residential,"Portland, OR - Pleasant Valley"
1.002136845,0.10%,2.10%,40,0.00%,150.00%,13,-40.90%,-56.70%,27,-1,-43,$230K,-5.60%,-17.70%,27,-15.60%,-15.60%,8/31/2012,All Residential,"Portland, OR - Creston-Kenilworth"
1.044645926,-1.40%,5.70%,16,0.00%,14.30%,13,18.20%,-31.60%,13,-21,-28,$187K,1.80%,18.80%,26,36.80%,30.00%,5/31/2013,All Residential,"Portland, OR - Parkrose Heights"
0.971400057,0.80%,3.40%,40,-14.90%,14.30%,35,-14.60%,-31.40%,52,13,8.5,$558K,-7.50%,41.10%,34,-19.00%,6.30%,10/31/2012,All Residential,"Portland, OR - Forest Park"
0.995756825,-0.50%,-1.80%,278,-11.20%,6.50%,115,-12.90%,15.00%,21,1,-1,$379K,-0.30%,3.80%,201,-16.60%,8.60%,1/31/2018,All Residential,"Portland, OR - North Portland"
0.994486692,-1.00%,-0.60%,18,-14.30%,-45.50%,17,6.30%,41.70%,22.5,2.5,15.5,$378K,5.50%,4.90%,28,7.70%,33.30%,8/31/2013,All Residential,"Portland, OR - Sunnyside"
0.993534213,-0.50%,2.40%,39,14.70%,30.00%,17,0.00%,-5.60%,21.5,0.5,-35.5,$295K,4.00%,12.40%,42,2.40%,75.00%,6/30/2015,All Residential,"Portland, OR - Goose Hollow"
0.98910186,0.80%,1.70%,57,23.90%,21.30%,48,9.10%,-36.80%,48.5,-33.5,-44.5,$192K,-3.90%,9.40%,56,7.70%,14.30%,8/31/2012,All Residential,"Portland, OR - St. Johns"
0.993912562,-0.30%,1.80%,35,34.60%,12.90%,17,-19.00%,6.30%,40,12,9,$225K,0.00%,19.00%,24,-31.40%,-25.00%,2/28/2014,All Residential,"Portland, OR - Mount Scott-Arleta"
1.085325663,0.00%,1.00%,30,15.40%,-14.30%,7,-12.50%,40.00%,7.5,-1.5,1,$420K,1.90%,15.00%,37,19.40%,32.10%,5/31/2016,All Residential,"Portland, OR - University Park"
0.983810535,0.60%,-1.60%,24,-7.70%,-4.00%,4,-60.00%,-69.20%,5,-17.5,-15,$380K,-5.90%,46.20%,23,9.50%,-4.20%,2/28/2015,All Residential,"Portland, OR - Overlook"
0.981035996,-0.50%,1.20%,367,15.00%,25.70%,333,1.50%,-35.20%,57,-3.5,-43,$221K,0.90%,5.20%,415,15.00%,6.40%,4/30/2012,All Residential,"Portland, OR - Southeast Uplift"
0.992493909,0.00%,0.40%,384,-4.00%,-12.30%,295,-2.30%,-2.00%,20,4,-1,$372K,0.00%,5.80%,428,-6.30%,-3.20%,8/31/2014,All Residential,"Portland, OR - Lair Hill"
0.989834539,-1.90%,-1.80%,13,8.30%,0.00%,11,22.20%,10.00%,24,7.5,5.5,$505K,3.20%,10.50%,20,17.60%,11.10%,10/31/2017,All Residential,"Portland, OR - Vernon"
0.982343785,0.50%,-1.60%,65,20.40%,97.00%,46,-6.10%,109.10%,55,15,47,$400K,-3.00%,0.60%,57,-5.00%,67.60%,1/31/2017,All Residential,"Portland, OR - Corbett"
0.958462695,-0.50%,1.00%,48,6.70%,14.30%,55,22.20%,-1.80%,38.5,0.5,-62,$569K,20.00%,13.40%,47,9.30%,11.90%,8/31/2012,All Residential,"Portland, OR - Forest Park"
0.996312506,-1.20%,-3.50%,6,-25.00%,-50.00%,7,133.30%,250.00%,4,-6,-2,$530K,-2.10%,19.10%,20,81.80%,53.80%,4/30/2016,All Residential,"Portland, OR - Reed"
1.039019933,1.60%,0.10%,77,10.00%,-8.30%,30,-3.20%,-11.80%,9,-10,3,$302K,1.90%,12.70%,91,13.80%,-23.50%,5/31/2017,All Residential,"Portland, OR - Hazelwood"
1.000220026,-2.00%,-1.00%,2,100.00%,-66.70%,6,-25.00%,100.00%,137,107,34.5,$458K,209.50%,-1.50%,5,25.00%,150.00%,1/31/2015,All Residential,"Portland, OR - Homestead"
1.007698854,-1.50%,-0.60%,39,-4.90%,14.70%,16,-15.80%,-27.30%,5,-0.5,-5,$350K,0.00%,18.60%,46,-4.20%,4.50%,9/30/2014,All Residential,"Portland, OR - Arbor Lodge"
0.987399178,-0.40%,0.00%,48,17.10%,6.70%,17,0.00%,-15.00%,18.5,8.5,3.5,$377K,-0.50%,5.60%,32,-30.40%,28.00%,12/31/2013,All Residential,"Portland, OR - Richmond"
1.049686577,-0.30%,2.50%,48,26.30%,54.80%,7,-50.00%,-30.00%,6,0,-4,$386K,-1.50%,10.40%,50,13.60%,16.30%,6/30/2015,All Residential,"Portland, OR - Arbor Lodge"
1.018251257,-1.10%,-2.40%,18,-14.30%,-18.20%,9,-35.70%,28.60%,7,0.5,2,$430K,2.40%,4.20%,26,-3.70%,8.30%,4/30/2017,All Residential,"Portland, OR - Woodlawn"
1.020013789,1.10%,1.10%,30,0.00%,-14.30%,22,15.80%,37.50%,5.5,-1.5,-9.5,$330K,0.00%,23.20%,51,15.90%,18.60%,6/30/2014,All Residential,"Portland, OR - Piedmont"
1.007992253,-0.70%,-3.50%,53,15.20%,3.90%,33,-15.40%,3.10%,6.5,-0.5,-0.5,$512K,-2.10%,23.30%,78,1.30%,32.20%,7/31/2017,All Residential,"Portland, OR - Hillsdale"
1.049876518,0.20%,2.40%,15,25.00%,36.40%,3,-25.00%,0.00%,4,-1,-3,$395K,-5.00%,12.90%,18,12.50%,157.10%,6/30/2015,All Residential,"Portland, OR - Reed"
0.985032539,-0.40%,-2.50%,13,-27.80%,-7.10%,5,-16.70%,-28.60%,33,14,25,$750K,0.00%,-0.60%,21,162.50%,31.30%,3/31/2017,All Residential,"Portland, OR - Laurelhurst"
1.05329127,-0.30%,1.40%,92,-3.20%,-5.20%,34,13.30%,88.90%,8,0,2,$331K,0.50%,22.80%,99,-3.90%,1.00%,6/30/2016,All Residential,"Portland, OR - Montavilla"
0.998567978,0.10%,2.20%,53,47.20%,65.60%,19,-17.40%,-13.60%,27,15,-1,$252K,0.40%,2.80%,51,13.30%,88.90%,8/31/2012,All Residential,"Portland, OR - Roseway"
0.987226615,0.20%,1.40%,361,17.60%,37.80%,276,1.10%,-10.70%,30,-13,-52,$340K,3.00%,16.60%,439,15.80%,21.60%,5/31/2013,All Residential,"Portland, OR - Lair Hill"
1.014321247,1.60%,0.20%,14,7.70%,-50.00%,12,33.30%,-29.40%,4.5,-9.5,-11.5,$273K,12.60%,21.60%,21,23.50%,-40.00%,5/31/2013,All Residential,"Portland, OR - South Tabor"
0.961974346,-0.50%,-1.90%,45,15.40%,-36.60%,73,0.00%,-25.50%,108,1,19,$240K,0.00%,-23.00%,59,5.40%,-3.30%,4/30/2012,All Residential,"Portland, OR - Corbett"
1.038236876,2.10%,4.60%,24,-17.20%,33.30%,7,-46.20%,-58.80%,19,5.5,2.5,$271K,2.40%,20.30%,21,-16.00%,-19.20%,11/30/2013,All Residential,"Portland, OR - Woodlawn"
1.026073582,1.80%,0.60%,16,6.70%,-38.50%,27,12.50%,92.90%,8,-6,-17,$172K,-8.10%,-6.70%,31,19.20%,24.00%,7/31/2014,All Residential,"Portland, OR - Mill Park"
