Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
0.972871346,1.10%,0.00%,12,-14.30%,-7.70%,12,0.00%,100.00%,83,49.5,15,$535K,-6.60%,44.60%,12,9.10%,33.30%,2/28/2017,All Residential,"Portland, OR - Arnold Creek"
1.02020196,-0.50%,3.90%,7,0.00%,-30.00%,5,66.70%,-16.70%,18,2,-2,$423K,7.70%,0.00%,11,57.10%,0.00%,4/30/2017,All Residential,"Portland, OR - Far Southwest"
1.002600002,-2.20%,-0.20%,18,-21.70%,-14.30%,5,25.00%,-70.60%,19.5,0.5,-20,$318K,3.80%,27.30%,8,-42.90%,-63.60%,1/31/2014,All Residential,"Portland, OR - Piedmont"
0.94688927,-0.20%,-4.80%,19,-5.00%,58.30%,18,-14.30%,12.50%,111,4.5,61.5,"$1,055K",1.40%,5.20%,12,-36.80%,71.40%,12/31/2017,All Residential,"Portland, OR - Forest Highlands"
1.018162204,-1.40%,-3.90%,55,17.00%,44.70%,26,36.80%,52.90%,7,1,1,$363K,-11.60%,1.90%,78,23.80%,50.00%,7/31/2017,All Residential,"Portland, OR - Mount Scott-Arleta"
1.007872485,0.80%,1.00%,22,4.80%,15.80%,17,88.90%,21.40%,8,-7,-2,$212K,-5.60%,18.00%,23,-20.70%,9.50%,9/30/2014,All Residential,"Portland, OR - Parkrose Heights"
0.987763566,0.10%,-0.70%,256,-15.50%,-11.40%,196,-1.50%,32.40%,36,2,7.5,$521K,-1.90%,15.50%,189,-17.10%,-2.10%,1/31/2017,All Residential,"Portland, OR - Neighbors West-Northwest"
0.990989577,0.60%,-0.60%,10,0.00%,-9.10%,13,18.20%,44.40%,35.5,1,15.5,$422K,3.90%,6.00%,17,13.30%,30.80%,8/31/2014,All Residential,"Portland, OR - South Burlingame"
1.001145184,-5.00%,-1.40%,11,-21.40%,-26.70%,12,33.30%,300.00%,4.5,-1,-15.5,$290K,1.80%,28.30%,18,0.00%,38.50%,10/31/2016,All Residential,"Portland, OR - Lents-Powellhurst-Gilbert"
1.032454635,-0.90%,2.30%,44,-15.40%,-6.40%,15,0.00%,-31.80%,8.5,0.5,-9.5,$300K,0.50%,22.40%,43,-8.50%,22.90%,10/31/2015,All Residential,"Portland, OR - Foster-Powell"
0.982130218,0.70%,1.80%,42,2.40%,35.50%,34,6.30%,-35.80%,30,4,-24,$361K,0.30%,8.10%,37,-11.90%,27.60%,8/31/2012,All Residential,"Portland, OR - Hillsdale"
1.008710411,-0.20%,0.20%,337,-1.20%,10.50%,173,13.80%,-19.50%,11,2,-7,$275K,1.50%,8.30%,354,2.30%,9.60%,8/31/2014,All Residential,"Portland, OR - North Portland"
0.997439785,-0.70%,-2.30%,77,-6.10%,-7.20%,25,-10.70%,19.00%,17,6,-5,$330K,-3.30%,-2.70%,63,-14.90%,-1.60%,12/31/2017,All Residential,"Portland, OR - St. Johns"
1.01393764,0.00%,-3.40%,23,-8.00%,0.00%,10,-23.10%,233.30%,13.5,-3.5,-1.5,$430K,-4.40%,5.50%,19,0.00%,0.00%,1/31/2017,All Residential,"Portland, OR - Creston-Kenilworth"
0.994130206,-1.90%,-0.50%,29,-6.50%,-21.60%,19,0.00%,26.70%,17.5,10.5,5.5,$636K,-2.20%,13.60%,35,-10.30%,-7.90%,7/31/2014,All Residential,"Portland, OR - Alameda"
0.998160945,-0.90%,0.40%,13,0.00%,-43.50%,9,0.00%,12.50%,32,23.5,16,$675K,0.00%,44.80%,13,-13.30%,-23.50%,10/31/2014,All Residential,"Portland, OR - Grant Park"
0.981742192,-0.20%,0.40%,23,4.50%,21.10%,18,-10.00%,5.90%,39.5,-10.5,-56.5,$291K,1.10%,3.00%,14,-22.20%,27.30%,12/31/2012,All Residential,"Portland, OR - University Park"
1.000651174,-0.50%,-1.10%,313,4.00%,13.40%,132,-7.00%,22.20%,20,5,-1,$380K,1.10%,2.60%,241,-15.10%,18.70%,12/31/2017,All Residential,"Portland, OR - North Portland"
0.996611178,-0.80%,-0.70%,37,-9.80%,19.40%,17,-10.50%,30.80%,27,2.5,10,$260K,0.00%,11.60%,27,-12.90%,58.80%,12/31/2014,All Residential,"Portland, OR - Foster-Powell"
0.986682034,0.00%,0.10%,26,8.30%,100.00%,14,-6.70%,-12.50%,32,12,26,$463K,3.70%,23.30%,16,-38.50%,6.70%,11/30/2012,All Residential,"Portland, OR - Alameda"
1.011365969,0.30%,0.70%,509,11.40%,6.00%,222,1.80%,-23.40%,11,-4,-5,$314K,3.40%,13.80%,581,17.80%,-1.50%,5/31/2014,All Residential,"Portland, OR - Southeast Uplift"
0.994962811,0.90%,-1.00%,27,3.80%,145.50%,7,-12.50%,-30.00%,5.5,-9,-1.5,$375K,5.60%,15.30%,21,-12.50%,31.30%,5/31/2015,All Residential,"Portland, OR - Markham"
0.992633056,0.80%,0.00%,68,7.90%,41.70%,48,-4.00%,-30.40%,17,-4,-7,$287K,-5.60%,5.30%,82,0.00%,10.80%,8/31/2015,All Residential,"Portland, OR - Pleasant Valley"
1.013886186,-0.70%,-0.90%,654,-6.40%,-1.50%,330,1.50%,-20.70%,9,2,-2,$305K,-0.70%,13.00%,672,-11.80%,-17.20%,9/30/2017,All Residential,"Portland, OR - East Portland"
1.043069663,0.90%,3.10%,51,8.50%,2.00%,32,23.10%,33.30%,7,0,-8,$415K,-5.70%,-24.90%,59,5.40%,-1.70%,7/31/2016,All Residential,"Portland, OR - Hillsdale"
0.987627122,-1.30%,-1.10%,3,50.00%,-50.00%,6,0.00%,100.00%,119.5,-17.5,13.5,$435K,-5.00%,-6.40%,7,40.00%,250.00%,2/28/2015,All Residential,"Portland, OR - Homestead"
0.994978523,0.00%,-2.40%,36,0.00%,16.10%,21,16.70%,90.90%,29.5,1.5,14.5,$470K,1.40%,-10.60%,42,40.00%,147.10%,2/28/2018,All Residential,"Portland, OR - Concordia"
0.998978136,-0.40%,-0.10%,37,-19.60%,-17.80%,30,-11.80%,50.00%,20.5,5.5,-1.5,$245K,3.80%,3.60%,42,-16.00%,-4.50%,10/31/2014,All Residential,"Portland, OR - Mount Scott-Arleta"
0.983718121,1.00%,-1.20%,38,-28.30%,-26.90%,27,-6.90%,-32.50%,47,14,4,$189K,-4.50%,5.00%,41,28.10%,-12.80%,3/31/2014,All Residential,"Portland, OR - Hazelwood"
0.996553422,-0.40%,1.10%,521,-9.50%,8.30%,320,-12.10%,3.90%,17,6,-9,$276K,-1.80%,12.70%,508,-12.90%,13.90%,10/31/2013,All Residential,"Portland, OR - Southeast Uplift"
0.973074034,-0.10%,1.60%,45,15.40%,28.60%,49,-9.30%,-38.80%,65,-15.5,-45.5,$155K,6.90%,-6.30%,53,26.20%,3.90%,3/31/2012,All Residential,"Portland, OR - Montavilla"
0.986250825,-0.10%,-0.20%,224,-5.90%,-24.30%,185,-4.10%,12.80%,35,6,-16.5,$484K,-1.20%,11.10%,229,10.60%,1.30%,2/28/2018,All Residential,"Portland, OR - Lair Hill"
1.045866477,-1.10%,0.10%,99,15.10%,2.10%,42,-12.50%,35.50%,7,0,1,$335K,0.00%,20.10%,101,-14.40%,5.20%,9/30/2016,All Residential,"Portland, OR - Montavilla"
1.016526617,-1.10%,-1.30%,1361,5.70%,-0.10%,1999,25.60%,22.30%,7,0,0,$430K,-1.20%,6.60%,1698,7.60%,10.10%,6/30/2017,All Residential,"Portland, OR"
0.990841092,-2.30%,1.50%,15,-16.70%,114.30%,11,22.20%,-35.30%,62,-6.5,-9,$248K,-8.20%,-9.80%,8,14.30%,33.30%,2/29/2012,All Residential,"Portland, OR - Maplewood"
0.987444495,2.90%,5.00%,7,0.00%,-30.00%,3,-70.00%,-70.00%,51,3,-7,$140K,3.70%,-3.70%,9,-30.80%,-10.00%,6/30/2013,All Residential,"Portland, OR - Lents-Powellhurst-Gilbert"
1.003796778,1.40%,1.50%,9,-30.80%,28.60%,9,-25.00%,-35.70%,20,1.5,-78,$115K,-26.30%,-14.80%,5,-50.00%,-50.00%,2/28/2013,All Residential,"Portland, OR - Lents-Powellhurst-Gilbert"
1.007077841,-0.40%,-2.20%,22,-24.10%,46.70%,10,0.00%,100.00%,12,0,-1.5,$347K,-1.40%,10.20%,18,-28.00%,0.00%,10/31/2017,All Residential,"Portland, OR - Russell"
1.003970993,0.10%,0.90%,235,33.50%,41.60%,146,6.60%,23.70%,13.5,-4,-18.5,$292K,0.20%,7.60%,284,14.10%,37.20%,5/31/2013,All Residential,"Portland, OR - Central Northeast Portland"
0.99131479,0.00%,-0.70%,63,-10.00%,14.50%,44,-6.40%,-6.40%,35,9,6,$365K,-2.00%,15.90%,41,-35.90%,-30.50%,11/30/2016,All Residential,"Portland, OR - Pleasant Valley"
0.98790856,0.80%,0.40%,14,27.30%,-44.00%,11,-15.40%,37.50%,12,-10.5,-14.5,$563K,-11.40%,-6.30%,10,-28.60%,42.90%,12/31/2017,All Residential,"Portland, OR - Bridlemile"
1.005030467,-1.00%,0.30%,29,16.00%,-25.60%,9,0.00%,-30.80%,9,0,-6,$359K,0.30%,7.20%,36,38.50%,9.10%,7/31/2014,All Residential,"Portland, OR - King"
0.998766176,-0.60%,-1.10%,63,8.60%,34.00%,23,-28.10%,9.50%,16,8,-8,$360K,2.80%,10.70%,63,-11.30%,65.80%,11/30/2013,All Residential,"Portland, OR - Concordia"
1.00445084,0.70%,2.30%,31,10.70%,34.80%,4,-42.90%,-33.30%,10,-4.5,-37.5,$300K,-1.00%,6.40%,20,-16.70%,66.70%,12/31/2014,All Residential,"Portland, OR - South Tabor"
1.026749483,-1.20%,-1.20%,300,-2.00%,-9.10%,161,9.50%,73.10%,11,2,4,$500K,1.60%,11.20%,364,-7.40%,30.50%,9/30/2016,All Residential,"Portland, OR - Northeast Portland"
1.005109381,-0.70%,0.50%,45,-2.20%,95.70%,13,-23.50%,-48.00%,13,-4,-8.5,$237K,-1.30%,12.70%,29,-23.70%,3.60%,10/31/2015,All Residential,"Portland, OR - Mill Park"
1.0047309,-0.20%,0.10%,103,-2.80%,8.40%,44,-15.40%,4.80%,20.5,6.5,1.5,$258K,-0.10%,14.70%,79,-20.20%,8.20%,12/31/2016,All Residential,"Portland, OR - Powellhurst-Gilbert"
1.015330595,0.10%,1.40%,25,13.60%,-37.50%,17,13.30%,-22.70%,7,-2,-21,$280K,2.50%,14.90%,34,25.90%,6.30%,7/31/2013,All Residential,"Portland, OR - Creston-Kenilworth"
1.006582891,0.10%,-0.70%,539,-2.70%,-0.40%,225,0.00%,13.10%,25,-5,4,$285K,4.80%,13.20%,538,35.50%,8.00%,3/31/2017,All Residential,"Portland, OR - East Portland"
1.003187637,1.00%,1.00%,176,24.80%,33.30%,137,6.20%,10.50%,17.5,-12,-31.5,$292K,5.30%,11.20%,249,22.10%,43.10%,4/30/2013,All Residential,"Portland, OR - Central Northeast Portland"
0.996626049,-0.30%,1.50%,23,0.00%,43.80%,23,-8.00%,53.30%,47,25.5,-6.5,$201K,-4.30%,16.50%,21,-25.00%,10.50%,11/30/2014,All Residential,"Portland, OR - Mill Park"
0.960845002,0.10%,1.80%,14,27.30%,75.00%,7,-22.20%,-58.80%,144.5,-143.5,-1.5,$264K,-8.70%,11.90%,13,18.20%,18.20%,4/30/2012,All Residential,"Portland, OR - Markham"
1.041172364,-0.80%,0.40%,39,11.40%,-4.90%,17,-5.60%,21.40%,7,0,0.5,$580K,4.50%,7.40%,50,6.40%,-5.70%,6/30/2017,All Residential,"Portland, OR - Mount Tabor"
0.990107173,0.10%,0.30%,54,1.90%,50.00%,27,-6.90%,-12.90%,22.5,1.5,-13,$431K,3.20%,10.70%,52,-10.30%,52.90%,9/30/2013,All Residential,"Portland, OR - Hillsdale"
0.99424576,0.60%,-13.20%,15,-16.70%,150.00%,10,11.10%,100.00%,51,3.5,17,$321K,0.90%,68.90%,8,33.30%,-20.00%,1/31/2014,All Residential,"Portland, OR - North Tabor"
1.023757767,0.50%,3.70%,18,38.50%,63.60%,9,-18.20%,200.00%,105,50,53.5,$380K,19.10%,26.70%,8,-42.90%,14.30%,2/28/2014,All Residential,"Portland, OR - Humboldt"
0.992976554,-3.20%,-1.30%,4,100.00%,-50.00%,3,50.00%,-25.00%,85.5,68.5,19.5,$175K,-16.30%,-2.70%,7,133.30%,-22.20%,3/31/2015,All Residential,"Portland, OR - Sumner"
0.977317324,-0.50%,-1.60%,54,-10.00%,-5.30%,49,-22.20%,145.00%,40,9,31,$413K,-1.20%,-0.60%,60,-11.80%,71.40%,12/31/2016,All Residential,"Portland, OR - Corbett"
1.02451106,-0.20%,-2.30%,9,-18.20%,-40.00%,3,0.00%,-66.70%,46,20,11,$162K,-16.10%,0.00%,7,0.00%,-36.40%,7/31/2014,All Residential,"Portland, OR - Sumner"
1.032503581,0.20%,3.60%,213,-8.20%,6.50%,73,-1.40%,-32.40%,10,-1,-6,$338K,3.80%,27.80%,202,18.10%,1.50%,2/29/2016,All Residential,"Portland, OR - North Portland"
1.021862294,1.00%,3.20%,14,7.70%,-6.70%,6,-14.30%,0.00%,18,-3.5,-17,$430K,6.20%,6.50%,14,-12.50%,27.30%,12/31/2015,All Residential,"Portland, OR - South Burlingame"
0.98893248,0.80%,1.10%,4,-55.60%,-42.90%,10,-23.10%,-28.60%,89.5,-20.5,-37,$280K,19.10%,-15.70%,15,7.10%,66.70%,4/30/2012,All Residential,"Portland, OR - Maplewood"
0.972526396,-0.70%,-2.50%,10,-9.10%,-47.40%,9,12.50%,0.00%,45.5,10.5,-27.5,$634K,15.20%,10.70%,17,13.30%,-5.60%,3/31/2018,All Residential,"Portland, OR - Bridlemile"
0.954833645,-0.80%,-6.30%,13,-18.80%,-13.30%,16,-5.90%,-11.10%,52,-2.5,23.5,"$1,450K",-3.20%,-1.70%,12,-14.30%,9.10%,8/31/2017,All Residential,"Portland, OR - Dunthorpe"
0.974373587,1.40%,-6.30%,14,55.60%,40.00%,7,75.00%,16.70%,28,23,18,$306K,-1.50%,8.10%,13,30.00%,62.50%,12/31/2017,All Residential,"Portland, OR - Sumner"
0.998631249,-1.00%,-1.10%,24,-4.00%,200.00%,9,-18.20%,-10.00%,8.5,0,-3.5,$354K,-0.40%,13.20%,21,-8.70%,90.90%,8/31/2015,All Residential,"Portland, OR - West Portland Park"
0.994159157,-0.40%,-0.70%,47,-9.60%,-11.30%,20,-37.50%,-33.30%,18,3,-3,$330K,5.60%,13.80%,46,-25.80%,0.00%,11/30/2017,All Residential,"Portland, OR - Wilkes"
0.979474546,0.30%,0.20%,73,-12.00%,9.00%,42,0.00%,-32.30%,44,-0.5,-31,$370K,2.80%,1.30%,57,-12.30%,39.00%,11/30/2013,All Residential,"Portland, OR - Corbett"
0.92519316,-6.60%,-0.70%,7,75.00%,-12.50%,21,61.50%,75.00%,153.5,43.5,17,"$1,050K",5.80%,-14.30%,15,50.00%,114.30%,4/30/2016,All Residential,"Portland, OR - Dunthorpe"
1.004515225,-0.30%,-1.60%,82,-1.20%,-3.50%,28,-15.20%,21.70%,11,2.5,-1,$341K,-1.20%,3.30%,74,-23.70%,1.40%,11/30/2017,All Residential,"Portland, OR - St. Johns"
1.019629661,4.10%,3.70%,18,38.50%,5.90%,8,-11.10%,33.30%,14,-3,-50,$318K,2.10%,5.10%,17,6.30%,183.30%,8/31/2012,All Residential,"Portland, OR - Humboldt"
1.002681454,-0.10%,0.20%,3,-40.00%,-25.00%,3,200.00%,-57.10%,18,-15.5,-227,$225K,0.00%,13.20%,3,50.00%,-57.10%,2/29/2016,All Residential,"Portland, OR - Glenfair"
0.966801881,1.60%,-8.40%,6,20.00%,-14.30%,2,-60.00%,-33.30%,12,7,-16,$420K,1.20%,7.10%,13,8.30%,160.00%,5/31/2017,All Residential,"Portland, OR - Crestwood"
0.986925557,-0.20%,0.00%,2511,-23.80%,8.00%,6722,-9.90%,-7.30%,41,6,-1,$279K,-0.30%,5.40%,1832,-32.60%,-0.90%,11/30/2014,All Residential,"Portland, OR metro area"
0.990846034,0.60%,-0.70%,9,28.60%,0.00%,9,0.00%,125.00%,70,-165,-8,$315K,8.70%,-19.80%,12,33.30%,33.30%,2/28/2013,All Residential,"Portland, OR - Buckman"
0.948288314,0.00%,-4.10%,5,0.00%,-37.50%,2,-71.40%,-60.00%,110,0,88,$285K,0.00%,1.80%,2,-66.70%,-71.40%,12/31/2014,All Residential,"Portland, OR - Crestwood"
0.999846596,0.10%,1.30%,2404,-29.90%,21.60%,4084,-4.50%,-29.80%,28,1,-26,$300K,-3.20%,11.20%,2498,56.20%,2.40%,1/31/2016,All Residential,"Portland, OR metro area"
1.014489298,-1.50%,0.60%,57,35.70%,58.30%,22,-4.30%,-29.00%,8,3,1,$460K,4.40%,13.60%,71,9.20%,20.30%,6/30/2014,All Residential,"Portland, OR - Mount Tabor"
1.032265005,0.00%,-0.20%,31,19.20%,-3.10%,19,18.80%,72.70%,10.5,4.5,2,$320K,3.50%,17.30%,45,36.40%,66.70%,9/30/2014,All Residential,"Portland, OR - Woodlawn"
1.032070958,0.10%,2.70%,55,12.20%,3.80%,36,80.00%,125.00%,8,1.5,-1,$482K,3.70%,41.80%,78,4.00%,30.00%,7/31/2016,All Residential,"Portland, OR - Ashcreek"
1.008111022,0.30%,1.40%,59,9.30%,51.30%,23,-8.00%,-8.00%,10,-22,-19,$231K,1.80%,14.90%,60,1.70%,53.80%,5/31/2013,All Residential,"Portland, OR - Kenton"
0.987865399,-0.10%,-2.10%,10,11.10%,-16.70%,7,0.00%,-12.50%,16,5.5,-20.5,$611K,11.20%,15.90%,4,-50.00%,-50.00%,10/31/2017,All Residential,"Portland, OR - Sylvan-Highlands"
0.963532886,0.30%,-0.10%,28,-6.70%,100.00%,23,-4.20%,-54.90%,84,-7,-4,$246K,2.30%,-5.50%,11,-21.40%,-8.30%,1/31/2012,All Residential,"Portland, OR - Multnomah Village"
0.98242179,-0.30%,0.70%,66,-23.30%,4.80%,51,-10.50%,-19.00%,47,0,-8.5,$540K,5.80%,11.30%,54,-26.00%,14.90%,12/31/2013,All Residential,"Portland, OR - Northwest District"
0.993614186,-0.30%,-2.20%,44,0.00%,15.80%,32,-13.50%,-49.20%,44,5,-2.5,$166K,4.30%,31.60%,26,-16.10%,-48.00%,1/31/2013,All Residential,"Portland, OR - Brentwood"
1.022488123,1.80%,2.60%,25,-7.40%,-24.20%,15,36.40%,-34.80%,19,-27,-22,$500K,1.00%,23.20%,31,55.00%,-20.50%,3/31/2015,All Residential,"Portland, OR - Mount Tabor"
0.992476913,-0.40%,0.90%,442,-8.70%,-4.10%,441,-2.40%,7.00%,32,5,-15,$188K,-0.40%,19.90%,447,-9.70%,3.00%,10/31/2013,All Residential,"Portland, OR - East Portland"
1.063585893,-0.70%,6.20%,11,-26.70%,0.00%,2,0.00%,-50.00%,7,1,-30,$493K,2.60%,1.10%,12,-14.30%,33.30%,9/30/2015,All Residential,"Portland, OR - Boise"
1.1011899,4.90%,7.50%,10,-50.00%,42.90%,6,200.00%,500.00%,10,-70,3.5,$426K,4.30%,-12.10%,13,30.00%,62.50%,6/30/2016,All Residential,"Portland, OR - Eliot"
1.014320834,0.60%,2.10%,13,8.30%,18.20%,3,50.00%,-57.10%,54.5,-8.5,48.5,$366K,-0.50%,33.10%,9,28.60%,-43.80%,3/31/2015,All Residential,"Portland, OR - Brooklyn"
0.983530583,-0.10%,-1.70%,40,11.10%,0.00%,40,-4.80%,14.30%,41,17,-31.5,$285K,3.10%,37.40%,27,-27.00%,0.00%,12/31/2013,All Residential,"Portland, OR - Pleasant Valley"
1.007717961,-1.20%,-1.10%,32,-3.00%,0.00%,10,-28.60%,100.00%,12,2,3,$493K,-1.50%,6.50%,34,-10.50%,9.70%,11/30/2016,All Residential,"Portland, OR - Rose City Park"
0.995141351,-0.20%,0.80%,27,-28.90%,12.50%,14,7.70%,-6.70%,22,0,2,$530K,-2.80%,18.80%,19,-13.60%,-26.90%,10/31/2013,All Residential,"Portland, OR - Alameda"
1.009496488,-0.10%,1.50%,46,21.10%,100.00%,21,-12.50%,-12.50%,9.5,0,-7,$276K,8.90%,2.10%,53,6.00%,29.30%,5/31/2013,All Residential,"Portland, OR - Roseway"
1.004281177,-0.40%,-0.70%,40,-20.00%,-31.00%,22,-4.30%,-45.00%,12.5,2.5,6.5,$435K,-1.40%,-6.50%,37,-22.90%,-47.10%,9/30/2017,All Residential,"Portland, OR - Ashcreek"
1.01681119,0.10%,-0.70%,46,12.20%,-11.50%,22,-21.40%,15.80%,6,-2,-1,$358K,0.80%,-4.50%,50,-18.00%,-10.70%,7/31/2017,All Residential,"Portland, OR - Cully"
1.006769585,-0.50%,0.80%,32,0.00%,-8.60%,14,-30.00%,180.00%,9,-3,-18,$297K,-1.30%,10.50%,24,-20.00%,14.30%,12/31/2013,All Residential,"Portland, OR - Arbor Lodge"
0.980509339,-0.10%,0.70%,12,20.00%,71.40%,5,-16.70%,0.00%,19,-1,0,$478K,13.00%,32.60%,11,0.00%,10.00%,5/31/2016,All Residential,"Portland, OR - Far Southwest"
0.89650287,-2.10%,-1.20%,4,-20.00%,-33.30%,30,7.10%,3.40%,,,,"$1,329K",5.70%,18.60%,5,25.00%,-37.50%,1/31/2012,All Residential,"Portland, OR - Dunthorpe"
1.029174893,-1.70%,3.30%,8,-46.70%,100.00%,14,27.30%,16.70%,11,-10.5,-63.5,$166K,2.20%,23.10%,12,0.00%,20.00%,9/30/2013,All Residential,"Portland, OR - Sumner"
1.007407172,2.40%,1.30%,9,-25.00%,-40.00%,9,-10.00%,-10.00%,34,21,12,$403K,-2.90%,20.30%,17,6.30%,21.40%,8/31/2014,All Residential,"Portland, OR - Brooklyn"
0.982936599,-0.70%,0.80%,763,-9.50%,4.70%,1820,-8.80%,-30.80%,50,6,-28,$260K,-2.10%,9.20%,425,-22.70%,-3.80%,12/31/2012,All Residential,"Portland, OR"
1.001313947,1.10%,-0.70%,11,-21.40%,-35.30%,7,0.00%,16.70%,63,0,-14,$250K,14.90%,16.00%,13,85.70%,62.50%,3/31/2015,All Residential,"Portland, OR - Russell"
0.980581227,-0.70%,0.10%,44,-2.20%,46.70%,32,3.20%,-27.30%,40,-11,-26,$324K,2.10%,25.30%,52,6.10%,57.60%,8/31/2013,All Residential,"Portland, OR - Downtown Portland"
0.996976441,0.70%,0.80%,16,0.00%,14.30%,10,0.00%,0.00%,52,11,13,$451K,10.70%,28.60%,10,-28.60%,-33.30%,11/30/2015,All Residential,"Portland, OR - Collins View"
0.924061721,-0.80%,-5.60%,6,20.00%,-66.70%,5,0.00%,-28.60%,197.5,109.5,149,$265K,1.90%,-10.90%,8,60.00%,-57.90%,3/31/2014,All Residential,"Portland, OR - Collins View"
0.989676908,-0.20%,-1.30%,48,-2.00%,23.10%,74,1.40%,-40.80%,81,23.5,-22,$133K,1.70%,6.20%,49,8.90%,-10.90%,1/31/2012,All Residential,"Portland, OR - Lents"
0.96211597,-2.20%,-1.20%,18,38.50%,50.00%,5,25.00%,-37.50%,18,5,-26,$360K,7.50%,37.60%,10,-9.10%,42.90%,12/31/2013,All Residential,"Portland, OR - Brooklyn"
1.001848991,-0.10%,-0.60%,39,11.40%,2.60%,22,37.50%,-4.30%,13.5,-15.5,-1.5,$265K,1.20%,18.90%,48,20.00%,4.30%,6/30/2014,All Residential,"Portland, OR - Mount Scott-Arleta"
0.991520838,-1.60%,0.00%,10,42.90%,-28.60%,9,50.00%,125.00%,12,6,-28.5,$239K,8.80%,-36.50%,17,41.70%,183.30%,5/31/2016,All Residential,"Portland, OR - Homestead"
1.036300078,-1.60%,2.80%,15,-6.30%,25.00%,4,0.00%,100.00%,9,-2,-54,$410K,2.80%,11.40%,13,8.30%,85.70%,2/29/2016,All Residential,"Portland, OR - Brooklyn"
0.950411243,1.00%,-4.00%,9,28.60%,125.00%,6,-14.30%,-45.50%,18.5,0.5,13,$187K,33.20%,-22.90%,9,-10.00%,-10.00%,8/31/2014,All Residential,"Portland, OR - East Columbia"
1.004522441,-0.20%,-3.80%,13,-35.00%,-31.60%,17,41.70%,88.90%,20,-39.5,14.5,$560K,2.80%,28.40%,27,35.00%,12.50%,6/30/2017,All Residential,"Portland, OR - Humboldt"
0.983779148,0.60%,2.30%,21,31.30%,16.70%,29,-3.30%,-23.70%,93,3,9,$141K,2.80%,13.70%,25,31.60%,0.00%,5/31/2012,All Residential,"Portland, OR - Mill Park"
1.032815322,1.10%,-3.20%,43,7.50%,-21.80%,26,73.30%,136.40%,7,0,1,$393K,0.80%,1.90%,50,-3.80%,8.70%,8/31/2016,All Residential,"Portland, OR - Piedmont"
0.996015377,-0.30%,0.50%,43,16.20%,48.30%,12,-20.00%,-55.60%,22,10,7.5,$547K,-2.40%,6.10%,28,-26.30%,-26.30%,8/31/2013,All Residential,"Portland, OR - Alameda"
1.011284048,-1.10%,-1.90%,48,-15.80%,-12.70%,18,-10.00%,-28.00%,7,0.5,0,$348K,-7.30%,18.20%,47,-9.60%,-19.00%,9/30/2016,All Residential,"Portland, OR - Cully"
0.990507786,-1.70%,0.70%,41,2.50%,-22.60%,49,-12.50%,58.10%,23,10,-14,$725K,-9.30%,12.20%,52,-14.80%,18.20%,11/30/2016,All Residential,"Portland, OR - Southwest Hills"
1.031772219,1.20%,1.90%,32,0.00%,45.50%,9,200.00%,-30.80%,9,3,-3,$510K,1.50%,19.80%,40,37.90%,0.00%,3/31/2016,All Residential,"Portland, OR - Rose City Park"
1.037929289,-0.80%,3.90%,21,-4.50%,-12.50%,11,10.00%,22.20%,12,7,3.5,$400K,-6.30%,13.10%,23,-23.30%,9.50%,8/31/2016,All Residential,"Portland, OR - West Portland Park"
0.986703071,-0.40%,0.10%,16,-5.90%,128.60%,8,-27.30%,-11.10%,10,2.5,-225,$404K,-8.30%,39.20%,12,-7.70%,33.30%,1/31/2014,All Residential,"Portland, OR - Buckman"
1.005942135,-0.60%,1.20%,53,10.40%,-1.90%,26,-18.80%,-18.80%,13,3,2.5,$290K,-2.00%,9.60%,50,-19.40%,-9.10%,10/31/2016,All Residential,"Portland, OR - Wilkes"
0.955154279,-0.60%,-1.40%,5,0.00%,-44.40%,5,150.00%,-58.30%,159,0,103,$344K,85.10%,-6.00%,8,300.00%,-11.10%,5/31/2014,All Residential,"Portland, OR - Homestead"
0.98269601,0.20%,0.80%,21,10.50%,0.00%,22,-4.30%,15.80%,53.5,13.5,-20.5,$177K,0.00%,-21.30%,21,5.00%,23.50%,8/31/2012,All Residential,"Portland, OR - Argay"
1.017124878,-1.10%,-1.20%,295,-10.60%,-13.50%,131,-9.70%,31.00%,10,2,3,$360K,2.90%,17.60%,311,-12.90%,-9.60%,10/31/2016,All Residential,"Portland, OR - North Portland"
0.994032461,0.00%,1.40%,165,3.80%,41.00%,71,-14.50%,-16.50%,15,4,-21,$355K,-1.40%,6.00%,137,-12.70%,23.40%,10/31/2012,All Residential,"Portland, OR - Hawthorne District"
0.987323562,0.30%,-1.50%,13,-27.80%,-7.10%,18,20.00%,350.00%,43,5,28,$587K,18.50%,24.90%,20,25.00%,53.80%,1/31/2017,All Residential,"Portland, OR - Humboldt"
1.047935013,0.20%,5.60%,38,-5.00%,-9.50%,7,-22.20%,-53.30%,7,-1.5,-32.5,$438K,2.50%,18.10%,34,-8.10%,6.30%,1/31/2016,All Residential,"Portland, OR - Concordia"
1.030830018,2.80%,-3.40%,13,18.20%,0.00%,7,-41.70%,16.70%,6,-80,-17,$575K,-8.70%,18.60%,20,11.10%,33.30%,4/30/2017,All Residential,"Portland, OR - Vernon"
